Eigenvector centrality,Closeness centrality,Betweenness centrality,Degree centrality
0.34758944559762966,0.3543164623402302,0.3026909712950034,0.33137214467686193
0.36319283840786243,0.3936597265371347,0.3125101252410133,0.36131812472757946
0.3871913699636179,0.422857490580562,0.3252538696519445,0.38188078943359016
0.4060466745372183,0.4447624920157537,0.3360256897558265,0.3999360860914418
0.42209074148497683,0.4635627725798262,0.3457639392499989,0.414538681032468
0.43548015588765315,0.4795740632731553,0.3537171448941845,0.4281703173194751
0.44710277252606806,0.4920484918523689,0.3614825752473729,0.43988730863033654
0.4569735397086927,0.5028380561703627,0.36786601801403157,0.4498066293472694
0.4652111518274847,0.5125892873810378,0.37446639933324416,0.45795331519119414
0.4730823074244569,0.5215372785364942,0.380431569323006,0.4660019726940465
0.47995371492940286,0.5288249039680298,0.3858872357716232,0.47281740999014904
0.48689417675196667,0.5357904062153847,0.39054425669706816,0.47905902724540517
0.4928909028297005,0.5421358226315844,0.3947442902375048,0.484727453043927
0.49828722364854183,0.5479754500630407,0.39843628209230797,0.4899776754401407
0.5024346080080486,0.5531575853376102,0.4021799762364406,0.4954043891389715
0.5069994171745118,0.5577768092673873,0.4055504134898996,0.4999063162366607
0.5110675513646891,0.5615536793006525,0.4085428711076514,0.5039518660338825
0.514938139513029,0.5657480086901381,0.41184631289006207,0.507790318790876
0.5182206860459917,0.5691315079779885,0.41473059369020177,0.5115048880979081
0.5213367636908648,0.5726466148499558,0.41700218295694064,0.5149647721385562
0.5245110935374563,0.5757166668344598,0.41951628148680636,0.5179413673514724
0.526945021329089,0.5788952312684899,0.4220561810437584,0.5207216388907415
0.5295697305975198,0.5817874327678205,0.4242614312384366,0.5232915162878513
0.5325344791385516,0.5843565814218612,0.4266411737109342,0.5258148902593517
0.5345799987825948,0.5869417601963424,0.4286809595248745,0.5284583744903851
0.5367490958097083,0.5891668123324475,0.43065580016461297,0.5307340067839221
0.5389290720067411,0.5918474386118593,0.43256048964941557,0.5330713114587373
0.5410296938630418,0.5941641726257674,0.43431400575059376,0.5348696321662766
