Eigenvector centrality,Closeness centrality,Betweenness centrality,Degree centrality
0.34749080193281257,0.3543055019330283,0.30208647752448,0.33130497870235937
0.3475798002002035,0.37694546968248077,0.3045379646229582,0.34892897717038807
0.36186852597765246,0.3947474226888068,0.3117447242440315,0.36130575669965376
0.37475586401916644,0.4103983950343433,0.3181232418412988,0.3725588226618538
0.3860343603996623,0.42351662919943867,0.32420293457040666,0.3825066952870518
0.3967309325034315,0.4356080650750366,0.3297746918485914,0.3917480129829316
0.4058977730567341,0.4465640100868058,0.3352230789952035,0.399954736186998
0.4142792066445691,0.45602638402504825,0.3401887051976585,0.40789694383184194
0.4220461837910404,0.46509271151199366,0.34488379760953847,0.415210114916137
0.4286793200522929,0.4730082399809374,0.34911361858927054,0.42175247387327314
0.43541098910307396,0.4800968273867885,0.3534589755379694,0.4279981257834258
0.4417004678948456,0.48673452073070567,0.35704621364789374,0.43373937984940436
0.4476150727065605,0.4934751528171148,0.3605625381625088,0.4392409146129553
0.45307455362246185,0.4991898843133151,0.3639432991873834,0.44442530194730906
0.4580710201082744,0.5051116905787119,0.36731334723351167,0.44916243262985944
0.4626209218025678,0.5105587938114348,0.3706671833016638,0.45363226204044244
0.46680066077250654,0.5156173035074679,0.37356483717725264,0.45752420337224786
0.4712172610339013,0.5201211308078708,0.37628164257700397,0.4614876748262196
0.47509434077192503,0.5244634160493231,0.3790169507735679,0.4653904754680813
0.47847858590637465,0.5287473204546068,0.381754634670245,0.4688082016004025
0.48200595342980246,0.5325550541459139,0.3840595737723511,0.472157520179154
0.4849795063166658,0.5357981564538081,0.38643074219375106,0.4754741904221684
0.488088874245838,0.5391751566528613,0.38895490217761086,0.4785122176594087
0.49106653221624275,0.5422118331149102,0.39102878015811204,0.4811514073633376
0.4938613575016675,0.5454146942732909,0.3930950668601144,0.48384221057271537
0.4965601201756922,0.5485098248305822,0.3951894878417069,0.4864821026975955
0.4991864493216794,0.5516123451351306,0.39713786706390714,0.4891185722098809
0.5017856597346761,0.5541395455957804,0.3988023431842349,0.49156850578076394
0.5042967809784413,0.5568497498491015,0.40066805076641054,0.49397127589665357
0.5067749311543064,0.5592553762616744,0.40232755233480455,0.4964338493834723
0.508974306648179,0.5616845102987555,0.4039091894773898,0.4986104075824588
0.5110398720533982,0.563922382721271,0.4055741034325156,0.5008017934470171
0.5130933781336986,0.5661157056007293,0.4072221060261639,0.5029315738349194
0.5149582967646876,0.5684352768220633,0.40884553337804086,0.5050012579244076
0.516809990362133,0.570302752647162,0.41036418063914004,0.5069276810704111
0.5186396478826444,0.5721359614370379,0.41194132703157044,0.5088562552817621
