Eigenvector centrality,Closeness centrality,Betweenness centrality,Degree centrality
0.4260988318809319,0.47460081370657836,0.2991373805788727,0.38004121265677676
0.4168721148475679,0.48009052246501227,0.27823233900045824,0.38946207035413366
0.416195898409725,0.47947625198460736,0.27751153474361995,0.3889602339846089
0.4163448339404482,0.48029490973545774,0.27638594465813493,0.388718615467959
0.4151264824846626,0.48079252858429883,0.27632706203957663,0.38820398915982446
0.4139534544603597,0.4801999823788699,0.2753921886383014,0.38749405818662913
0.41343868229370473,0.4798971931980973,0.2741650510418248,0.3875284226116255
0.4128486992258559,0.4794593961253044,0.273162427921613,0.38741598489263346
0.4124843450382685,0.4796354756411684,0.27255185242971025,0.38731492897815545
0.4123167837041899,0.4794072465278386,0.27184988640237906,0.38690516133488617
0.4124205351588497,0.4792192243807931,0.27149460387980684,0.38709366144391777
0.41235895489634355,0.47909686525066136,0.27123065478999403,0.38693321064147057
0.4117708925015979,0.47927351793834644,0.2712716466528509,0.3866561293704002
0.4112775043394316,0.48009981721327,0.27088363827329803,0.38643685061102645
0.4110347130898179,0.48004284407513037,0.2708626839996926,0.3865663780157427
0.4110465012305714,0.48065528673851526,0.27089594939557404,0.3863446743762154
0.41080781312637826,0.48023359983020675,0.2709804096722055,0.38650093064077956
0.4110788223034921,0.48011790010145106,0.2708062163572901,0.3867087187046173
0.41115286058884415,0.47969374129820797,0.27102735623407237,0.3863166015887262
0.4112266953442516,0.47992932332219795,0.27082554581251245,0.3859457241213224
0.4111270475563233,0.4800817176683369,0.27090799486009653,0.3858034572634733
0.41122862548554123,0.4802233860082862,0.27059924623651666,0.3857921469033392
0.41059577381786666,0.4800466287386672,0.27056948232379185,0.38595408701888223
0.41056838669149226,0.48016474337687043,0.27072848142958444,0.3857877256293781
0.4103837335830018,0.48018499256644276,0.2709261638046676,0.38573118004232865
0.4105214860741427,0.4799897234821382,0.27081531481557347,0.38583357665682244
0.4102320512925896,0.4798244735514465,0.2705955952006505,0.385838483111578
0.41032437339626265,0.47952674905970916,0.27052448963788056,0.3858245518413306
0.4104487899123432,0.47944227305104514,0.2702254369690958,0.3856503633730312
0.41044061116640645,0.47971359722094353,0.2703114176827197,0.3854550883014933
0.41005863476798377,0.4796173762632492,0.27011063810225644,0.38520757875868267
0.410050687716731,0.4795450834314237,0.269918856988208,0.3849381266595421
0.4098657417148879,0.479424345050842,0.2696952389151307,0.38462536202151537
0.4095382941830757,0.47903699217720647,0.26939908711676974,0.3840429330890608
0.4094765140683936,0.4791198734570204,0.2693665761154431,0.38419222668494085
0.4095061025619691,0.4790101020946469,0.26922000594743994,0.384266101258127
0.4091852414238094,0.47893308111953026,0.2691484412232543,0.3844069659065306
0.4090763638981785,0.47886235144937817,0.2689254362994006,0.3842154348744229
0.409060304856255,0.47904365212707123,0.2690332364793326,0.38441932088449643
0.40878941065848823,0.4788109459216363,0.2689072116385648,0.38469037108270376
0.4085414986123081,0.47915648871423794,0.26875032689800715,0.3847182915705529
0.40827032793129797,0.47926017169274426,0.26878172018765106,0.38431970113963226
0.4082819914269317,0.47912514001053075,0.2686164257394043,0.38429348687790066
0.4085365424037888,0.47907794170304435,0.26854942059555975,0.3839159350979556
0.4082262477796386,0.47887328608369006,0.2685020562110264,0.3838669827804309
0.4083042978817756,0.4786660371194872,0.2684205615546636,0.3840156620526901
0.40824996852492557,0.4788311872040502,0.2684752540702547,0.3838433208884637
0.4082880373936736,0.4787324398278627,0.2682957269531063,0.3836387562217217
0.40840488869827796,0.4787695205318723,0.2682423885374823,0.3835518949070985
0.40805042018623405,0.478959389987076,0.26796521507069243,0.38359350568835393
0.4081317381428617,0.47879162829997723,0.2679689901550585,0.38361907460479794
0.40809764415447913,0.4788758382345526,0.26808112993010424,0.38351923215311035
0.40791569534061156,0.47907783283718486,0.2680501344370086,0.38331540976354717
0.40783032395050345,0.47900051678620514,0.26795179616412346,0.38336659509702986
0.40793982931778766,0.47882173177931286,0.2680226831070599,0.38300233840498504
0.4077107880986556,0.4790324274760866,0.2681406748982403,0.38303107142857007
0.40751652850002923,0.4790805292587374,0.2680016267485099,0.382917841811282
0.40754847085349233,0.47909538686687925,0.2679514407347545,0.382867839843379
0.40738070598151027,0.47905215372705034,0.26771091836888794,0.38290831580914997
0.40742142230429423,0.47911773615102576,0.26745374927486476,0.38283613522760535
0.40724090676887004,0.47920374368505547,0.2674833798518714,0.382896993985508
0.4070501786743804,0.47923535921577637,0.2674200077437203,0.38286972322526514
0.4070281789747091,0.47936040404248076,0.26741620796398985,0.38297725703560026
0.4069934762631568,0.47926572083689034,0.26743403595250603,0.3830193860504633
0.4070530123471101,0.479118924468356,0.2674764866468601,0.3831425479498971
0.4069410355691968,0.47906478995383617,0.26752607457692307,0.3831584024258964
0.40685810075319107,0.47879521010288023,0.2674282802427192,0.3832921136968281
0.40687161460865995,0.4788154617929358,0.2674372546784465,0.38334438204858706
0.4068329910602569,0.4788224976605747,0.26750545695509076,0.3833347629522784
0.4066089803348749,0.47868606786700724,0.2676100419993678,0.38333476944454514
0.4065662888835851,0.478599570326138,0.2675778457588473,0.38335746926675685
0.4064769864802522,0.47845081553070634,0.267608612602168,0.38326569633127916
0.40631809441667677,0.47834420976696784,0.2676004223726657,0.38321215592310137
0.40658576732555357,0.4783809107554014,0.26744539095129816,0.38324782647038336
0.40670924157857474,0.478459079883481,0.267520904724524,0.38329650931439657
0.40668615288208093,0.47849802838745215,0.26752144848813064,0.3834326959716167
0.4065516040637176,0.47859130846181575,0.26762589184480967,0.38344933896975986
0.4062982003498777,0.4787777064518068,0.2675107664681259,0.38340345187706115
0.4064010532042902,0.47868561884826083,0.26751898602959745,0.38344716364238485
0.4062377022480498,0.478877944106732,0.26753524258327915,0.383469707692032
0.4060966950832009,0.47889530493843796,0.2675860889225626,0.3833450329925361
0.4060768618423324,0.47886371206787903,0.26761099757058043,0.38332825705547346
0.4059646819126535,0.4789370474583289,0.2676524597463098,0.38348614744383563
0.40597866985308284,0.47905564066017686,0.2677684862827372,0.38340109689821167
0.4059547699447524,0.4790751131385425,0.2677055082519675,0.38337464878066213
0.405929418522778,0.4791613894545613,0.267617780264961,0.3832708179301588
0.4057793857718718,0.47924372474363836,0.26758784456685347,0.3832342401746664
0.405642788196277,0.47924974140654475,0.26744843433869014,0.38314511785416655
0.40564018091963144,0.47941086159959395,0.2674474369335649,0.3832061452677667
0.405602984844612,0.4793633175591828,0.2673930372136093,0.38305547184421235
0.4054225068922169,0.4793308794042075,0.26731497258837966,0.38303099267681734
0.40532556499984174,0.4793357055892836,0.26740118031581067,0.383100288240458
0.40534323611080547,0.47935998206015834,0.26733168659716744,0.38306190296237
0.40527651198372333,0.47942973776293707,0.26733500171215396,0.3831893656815911
0.40523061859476384,0.47949935259629617,0.26740487986924566,0.383207618990001
0.4051556879123043,0.47942730105091835,0.267312243288744,0.383292512682092
0.40518672484957113,0.47936856523975724,0.267194670030112,0.38335821912041235
0.40516095316850204,0.4792169884589927,0.2670810857803071,0.38334212755465913
0.4051275705822448,0.4791103427553458,0.26697130652896045,0.38317464534544676
0.40514814973838115,0.47904207064034043,0.2669786157772882,0.3830299395281217
0.4050461577265263,0.47904201018420783,0.26695245823205943,0.38285248751195894
0.4050516716558508,0.4791561466685956,0.2668879243739307,0.3826253564313154
0.40493857988035153,0.4791225886391759,0.2669138170298357,0.3826263603155008
0.4049277938668794,0.4791516349908333,0.2670193927608539,0.38247629594007454
0.40499004580765874,0.4792757564103246,0.26700278516859866,0.38262199732649443
0.40495470645216014,0.4791327426653916,0.26694924911990514,0.3826340372822813
0.40507549565431145,0.47918526421298213,0.2668321026910948,0.3826286918083522
0.40508156873293527,0.4791961536166721,0.26691985775645855,0.38273922274824856
0.4051159114123372,0.4790320503751079,0.26698705500329517,0.3826260681209537
0.40504339416073315,0.47892279489403344,0.2669823647781598,0.3826100473110712
0.4050695015471808,0.47911987709220505,0.267051433108979,0.3826085296468343
0.4048361536395107,0.4789109149270134,0.26708116945688964,0.3826579148192675
0.4048707164680596,0.47894025908688503,0.2670887539406774,0.3826031611313411
0.4049880155019264,0.47897202897091284,0.26711222274575025,0.3826905367104309
0.40500617953219226,0.4788642814432791,0.2671462528319986,0.3826890546036038
0.40504661978956413,0.47889395489674513,0.26709810628917946,0.38265059814940455
0.405002857683892,0.47896904517286953,0.2670491557423992,0.38269272173843044
0.40481520674804966,0.4790590365040673,0.26695528143215824,0.3826317756208862
0.4048736181044751,0.4791512867252029,0.2669103769710099,0.3826785810488586
0.4049872987924452,0.47907652320155125,0.26693016338120173,0.3826198398205092
0.40499795319973086,0.47914855716871474,0.2669174474722298,0.38259949164639917
0.4049304012086312,0.47911514800396104,0.2669449450761348,0.382555367534901
0.4048964716667969,0.47912588112362936,0.26683201989092087,0.38250387547633624
0.40501654633079404,0.4791596645943756,0.2668282235044701,0.38261720016265405
0.4050627794760505,0.4791171213057013,0.26677573184818837,0.382673151388358
0.4049787707595415,0.47908086225112084,0.26674740470560493,0.3826686781234433
0.4050443037528319,0.4789748784803307,0.26675005892867326,0.38264538985393964
0.4050402018134644,0.4791607229987357,0.26671909165114793,0.3828152571468296
0.405002860453165,0.47915084909145644,0.26682806791156743,0.38284654002268886
0.4049260934928827,0.4791854246407809,0.26679123789951587,0.38286500415758723
0.4048836980960057,0.47918199941143164,0.26685016521636257,0.38281482394814786
0.4047757034249616,0.4791649910379935,0.266924906933242,0.3828343893934528
0.40482269184383984,0.4791453078808818,0.267062872888819,0.3827656362357712
0.404829671147399,0.47914429162167355,0.2671107393492904,0.3827226076790967
0.4048260709141608,0.479072586286182,0.2670625803479289,0.38268198499999373
0.4048224053789588,0.4790558645994167,0.26690206948535233,0.38277812384659193
0.40468061576439296,0.47912973148700555,0.2668959702168899,0.3827150253251567
0.40455014754783647,0.4791179511774717,0.26684291380337927,0.3827083316350852
0.40450988130898136,0.4791421526505554,0.2668066830399128,0.3826323102416973
0.40442034831831464,0.4790925124970992,0.2668216973832459,0.38269283891434724
0.4043789772943635,0.4790739592537626,0.2667950407581528,0.3827050268941642
0.40432642881256287,0.4790874607345732,0.26675683103769054,0.38262826747633816
0.404296406759797,0.4791220465151566,0.26681694523413596,0.3826221346873671
0.4042031227092765,0.4791110554147725,0.266757814600504,0.38255379686694346
0.40412006364083286,0.47912425498067884,0.2666634168977369,0.3825642325363414
0.40401749364408884,0.4791314751971314,0.2666857329969379,0.3825775539272095
0.403990515627478,0.4790076397559251,0.26677610203736735,0.38250197154264
0.4039010314300901,0.47902548319668614,0.2667885914345296,0.3824938065910216
0.40390288638947847,0.47909597823857053,0.26685074395443903,0.38247089942848855
0.40379084955899386,0.4791417955668327,0.26682977950078646,0.3824608305408783
0.403785578112415,0.47914722430751583,0.2668236028974223,0.3824393745561134
0.40383855248351985,0.4791935981266603,0.26684383547637647,0.38251406826906814
0.4038194371032525,0.47910737707508966,0.2668367493638283,0.38250727504379356
0.40382495698955534,0.4790824188605766,0.26683833964363546,0.3825153329117861
